Character,Book,Page,Chapter No,Chapter Name,POV,Title,Forename,Surname,OldSurname,Alias,RegnalNo,Gender,AliveStatus
Gormond Goodbrother,A Feast for Crows,19,1,The Prophet,Aeron Greyjoy,,Gormond,Goodbrother,,,,M,
Gran Goodbrother,A Feast for Crows,19,1,The Prophet,Aeron Greyjoy,,Gran,Goodbrother,,,,M,
Norjen,A Feast for Crows,19,1,The Prophet,Aeron Greyjoy,,Norjen,,,,,M,
Rus,A Feast for Crows,19,1,The Prophet,Aeron Greyjoy,,Rus,,,,,M,
"Tarle, The Thrice-Drowned",A Feast for Crows,19,1,The Prophet,Aeron Greyjoy,,Tarle,,,The Thrice-Drowned,,M,
Lord Quellon Greyjoy,A Feast for Crows,22,1,The Prophet,Aeron Greyjoy,Lord,Quellon,Greyjoy,,,,M,
Harlon Greyjoy,A Feast for Crows,22,1,The Prophet,Aeron Greyjoy,,Harlon,Greyjoy,,,,M,
Lady Greyjoy,A Feast for Crows,22,1,The Prophet,Aeron Greyjoy,Lady,?,Greyjoy,Stonetree,,,F,
Donel Greyjoy,A Feast for Crows,22,1,The Prophet,Aeron Greyjoy,,Donel,Greyjoy,,,,M,
Urrigon Greyjoy,A Feast for Crows,22,1,The Prophet,Aeron Greyjoy,,Urrigon,Greyjoy,,,,M,
Lady Greyjoy,A Feast for Crows,22,1,The Prophet,Aeron Greyjoy,Lady,?,Greyjoy,Sunderly,,,F,
Robin Greyjoy,A Feast for Crows,22,1,The Prophet,Aeron Greyjoy,,Robin,Greyjoy,,,,M,
Gysella Goodbrother,A Feast for Crows,24,1,The Prophet,Aeron Greyjoy,,Gysella,Goodbrother,,,,F,
Gwin Goodbrother,A Feast for Crows,24,1,The Prophet,Aeron Greyjoy,,Gwin,Goodbrother,,,,F,
Maester Murenmure,A Feast for Crows,24,1,The Prophet,Aeron Greyjoy,Maester,Murenmure,,,,,M,
Lady Greyjoy,A Feast for Crows,26,1,The Prophet,Aeron Greyjoy,Lady,?,Greyjoy,Piper,,,F,
King Urras Ironfoot,A Feast for Crows,31,1,The Prophet,Aeron Greyjoy,King,Urras,Ironfoot,,,,M,
King Sylas Flatnose,A Feast for Crows,31,1,The Prophet,Aeron Greyjoy,King,Sylas,Flatnose,,,,M,
King Harrag Hoare,A Feast for Crows,31,1,The Prophet,Aeron Greyjoy,King,Harrag,Hoare,,,,M,
Olyvar Martell,A Feast for Crows,39,2,The Captain of Guards,Areo Hotah,,Olyvar,Martell,,,,M,
Jeyne Fowler,A Feast for Crows,43,2,The Captain of Guards,Areo Hotah,,Jeyne,Fowler,,,,F,
Jennelyn Fowler,A Feast for Crows,43,2,The Captain of Guards,Areo Hotah,,Jennelyn,Fowler,,,,F,
Ricasso,A Feast for Crows,46,2,The Captain of Guards,Areo Hotah,,Ricasso,,,,,M,
Ser Manfrey Martell,A Feast for Crows,46,2,The Captain of Guards,Areo Hotah,Ser,Manfrey,Martell,,,,M,
Maester Myles,A Feast for Crows,46,2,The Captain of Guards,Areo Hotah,Maester,Myles,,,,,M,
Senelle,A Feast for Crows,51,3,Cersei I,Cersei Lannister,,Senelle,,,,,F,D
Jocelyn Swyft,A Feast for Crows,52,3,Cersei I,Cersei Lannister,,Jocelyn,Swyft,,,,F,
Puckens,A Feast for Crows,56,3,Cersei I,Cersei Lannister,,Puckens,,,,,M,
Shortear,A Feast for Crows,56,3,Cersei I,Cersei Lannister,,Shortear,,,,,M,
Rugen,A Feast for Crows,61,3,Cersei I,Cersei Lannister,,Rugen,,,,,M,
"Ser Illifer, The Penniless",A Feast for Crows,65,4,Brienne I,Brienne of Tarth,Ser,Illifer,,,The Penniless,,M,
Ser Creighton Longbough,A Feast for Crows,66,4,Brienne I,Brienne of Tarth,Ser,Creighton,Longbough,,,,M,
Ser Herbert Bolling,A Feast for Crows,67,4,Brienne I,Brienne of Tarth,Ser,Herbert,Bolling,,,,M,
"Lord Lucas Lothston, The Pander",A Feast for Crows,68,4,Brienne I,Brienne of Tarth,Lord,Lucas,Lothston,,The Pander,,M,
Manfryd Lothston,A Feast for Crows,68,4,Brienne I,Brienne of Tarth,,Manfryd,Lothston,,,,M,
"Ser Shadrich, Of the Shady Glen/The Mad Mouse",A Feast for Crows,73,4,Brienne I,Brienne of Tarth,Ser,Shadrich,,,Of the Shady Glen/The Mad Mouse,,M,
Hibald,A Feast for Crows,75,4,Brienne I,Brienne of Tarth,,Hibald,,,,,M,
Naggle,A Feast for Crows,76,4,Brienne I,Brienne of Tarth,,Naggle,,,,,M,
"Ser Galladon, Of Morne",A Feast for Crows,78,4,Brienne I,Brienne of Tarth,Ser,Galladon,,,Of Morne,,M,
Septon Jorquen,A Feast for Crows,81,5,Samwell I,Samwell Tarly,Septon,Jorquen,,,,,M,
Lord Commander Orbert Caswell,A Feast for Crows,81,5,Samwell I,Samwell Tarly,Lord Commander,Orbert,Caswell,,,,M,
Colloquo Votar,A Feast for Crows,86,5,Samwell I,Samwell Tarly,,Colloquo,Votar,,,,M,
Maester Thomax,A Feast for Crows,86,5,Samwell I,Samwell Tarly,Maester,Thomax,,,,,M,
Lord Commander Osric Stark,A Feast for Crows,89,5,Samwell I,Samwell Tarly,Lord Commander,Osric,Stark,,,,M,
Denyo Terys,A Feast for Crows,98,6,Arya I,Arya Stark,,Denyo,Terys,,,,M,
Captain Ternesio Terys,A Feast for Crows,103,6,Arya I,Arya Stark,Captain,Ternesio,Terys,,,,M,
Yorko Terys,A Feast for Crows,103,6,Arya I,Arya Stark,,Yorko,Terys,,,,M,
The Waif,A Feast for Crows,109,6,Arya I,Arya Stark,,?,,,The Waif,,F,A
Lord Rykker,A Feast for Crows,115,7,Cersei II,Cersei Lannister,Lord,?,Rykker,,,,M,
Ser Lambert Turnberry,A Feast for Crows,116,7,Cersei II,Cersei Lannister,Ser,Lambert,Turnberry,,,,M,
Ser Balman Byrch,A Feast for Crows,116,7,Cersei II,Cersei Lannister,Ser,Balman,Byrch,,,,M,D
King Garth XII Gardener,A Feast for Crows,123,7,Cersei II,Cersei Lannister,King,Garth,Gardener,,,XII,M,
Lord Quenton Hightower,A Feast for Crows,134,8,Jaime I,Jaime Lannister,Lord,Quenton,Hightower,,,,M,
Rennifer Longwaters,A Feast for Crows,135,8,Jaime I,Jaime Lannister,,Rennifer,Longwaters,,,,M,
"Lord Alyn Velaryon, Oakenfist",A Feast for Crows,135,8,Jaime I,Jaime Lannister,Lord,Alyn,Velaryon,,Oakenfist,,M,
"Lady Danelle Lothston, Mad Danelle",A Feast for Crows,148,9,Brienne II,Brienne of Tarth,Lady,Danelle,Lothston,,Mad Danelle,,F,
Lord Denys Darklyn,A Feast for Crows,149,9,Brienne II,Brienne of Tarth,Lord,Denys,Darklyn,,,,M,
Ser Rufus Leek,A Feast for Crows,150,9,Brienne II,Brienne of Tarth,Ser,Rufus,Leek,,,,M,
"Lady Serala, Of Myr",A Feast for Crows,150,9,Brienne II,Brienne of Tarth,Lady,Serala,,,Of Myr,,F,
Ser Symon Hollard,A Feast for Crows,151,9,Brienne II,Brienne of Tarth,Ser,Symon,Hollard,,,,M,
Ser Jon Hollard,A Feast for Crows,151,9,Brienne II,Brienne of Tarth,Ser,Jon,Hollard,,,,M,
Robin Hollard,A Feast for Crows,151,9,Brienne II,Brienne of Tarth,,Robin,Hollard,,,,M,
Ser Steffon Hollard,A Feast for Crows,151,9,Brienne II,Brienne of Tarth,Ser,Steffon,Hollard,,,,M,
Septa Roelle,A Feast for Crows,154,9,Brienne II,Brienne of Tarth,Septa,Roelle,,,,,F,
"Dick Crabb, Nimble Dick",A Feast for Crows,155,9,Brienne II,Brienne of Tarth,,Dick,Crabb,,Nimble Dick,,M,D
Humfrey Wagstaff,A Feast for Crows,160,9,Brienne II,Brienne of Tarth,,Humfrey,Wagstaff,,,,M,
Gretchel,A Feast for Crows,168,10,Sansa I,Sansa Stark,,Gretchel,,,,,F,
"Maddy, Fat Maddy",A Feast for Crows,168,10,Sansa I,Sansa Stark,,Maddy,,,Fat Maddy,,F,
"Symond Templeton, Knight of Ninestars",A Feast for Crows,174,10,Sansa I,Sansa Stark,,Symond,Templeton,,Knight of Ninestars,,M,
Lord Benedar Belmore,A Feast for Crows,174,10,Sansa I,Sansa Stark,Lord,Benedar,Belmore,,,,M,
"Samwell Stone, Strong Sam Stone",A Feast for Crows,174,10,Sansa I,Sansa Stark,,Samwell,Stone,,Strong Sam Stone,,M,
Ronnel Arryn,A Feast for Crows,175,10,Sansa I,Sansa Stark,,Ronnel,Arryn,,,,M,
"Boremund Harlaw, The Blue",A Feast for Crows,178,11,The Kraken's Daughter,Asha Greyjoy,,Boremund,Harlaw,,The Blue,,M,
"Hotho Harlaw, Hotho Humpback",A Feast for Crows,178,11,The Kraken's Daughter,Asha Greyjoy,,Hotho,Harlaw,,Hotho Humpback,,M,
"Ser Harras Harlaw, The Knight",A Feast for Crows,178,11,The Kraken's Daughter,Asha Greyjoy,Ser,Harras,Harlaw,,The Knight,,M,
"Sigfryd Harlaw, Silverhair",A Feast for Crows,178,11,The Kraken's Daughter,Asha Greyjoy,,Sigfryd,Harlaw,,Silverhair,,M,
Three-Tooth,A Feast for Crows,178,11,The Kraken's Daughter,Asha Greyjoy,,Three-Tooth,,,,,F,
Lord Tristifer Botley,A Feast for Crows,179,11,The Kraken's Daughter,Asha Greyjoy,Lord,Tristifer,Botley,,,,M,
Harren Botley,A Feast for Crows,179,11,The Kraken's Daughter,Asha Greyjoy,,Harren,Botley,,,,M,
Lady Gwynesse Greyjoy,A Feast for Crows,179,11,The Kraken's Daughter,Asha Greyjoy,Lady,Gwynesse,Greyjoy,Harlaw,,,F,
Lord Theomore Harlaw,A Feast for Crows,181,11,The Kraken's Daughter,Asha Greyjoy,Lord,Theomore,Harlaw,,,,M,
Aenar Targaryen,A Feast for Crows,182,11,The Kraken's Daughter,Asha Greyjoy,,Aenar,Targaryen,,,,M,
"Beron Blacktyde, Blind Beron",A Feast for Crows,184,11,The Kraken's Daughter,Asha Greyjoy,,Beron,Blacktyde,,Blind Beron,,M,
The Old Grey Gull,A Feast for Crows,184,11,The Kraken's Daughter,Asha Greyjoy,,?,,,The Old Grey Gull,,M,
Haereg,A Feast for Crows,184,11,The Kraken's Daughter,Asha Greyjoy,,Haereg,,,,,M,
Nagga,A Feast for Crows,184,11,The Kraken's Daughter,Asha Greyjoy,,Nagga,,,,,M,
Archmaester Rigney,A Feast for Crows,184,11,The Kraken's Daughter,Asha Greyjoy,Archmaester,Rigney,,,,,M,
Maester Denestan,A Feast for Crows,185,11,The Kraken's Daughter,Asha Greyjoy,Maester,Denestan,,,,,M,
Lord Germund Botley,A Feast for Crows,189,11,The Kraken's Daughter,Asha Greyjoy,Lord,Germund,Botley,,,,M,
Maester Joseran,A Feast for Crows,190,11,The Kraken's Daughter,Asha Greyjoy,Maester,Joseran,,,,,M,
"Jon Myre, Pinchface",A Feast for Crows,190,11,The Kraken's Daughter,Asha Greyjoy,,Jon,Myre,,Pinchface,,M,
"Lucas Codd, Left-Hand Lucas",A Feast for Crows,190,11,The Kraken's Daughter,Asha Greyjoy,,Lucas,Codd,,Left-Hand Lucas,,M,
"Harren, Half-Hoare",A Feast for Crows,190,11,The Kraken's Daughter,Asha Greyjoy,,Harren,,,Half-Hoare,,M,
The Red Oarsman,A Feast for Crows,190,11,The Kraken's Daughter,Asha Greyjoy,,?,,,The Red Oarsman,,M,
"Kemmett Pyke, The Bastard",A Feast for Crows,190,11,The Kraken's Daughter,Asha Greyjoy,,Kemmett,Pyke,,The Bastard,,M,
Rodrik Freeborn,A Feast for Crows,190,11,The Kraken's Daughter,Asha Greyjoy,,Rodrik,Freeborn,,,,M,
Torwold Browntooth,A Feast for Crows,190,11,The Kraken's Daughter,Asha Greyjoy,,Torwold,Browntooth,,,,M,
Melara Hetherspoon,A Feast for Crows,193,12,Cersei III,Cersei Lannister,,Melara,Hetherspoon,,,,F,
Ossifer Plumm,A Feast for Crows,195,12,Cersei III,Cersei Lannister,,Ossifer,Plumm,,,,M,
"Wat, The Blue Bard",A Feast for Crows,200,12,Cersei III,Cersei Lannister,,Wat,,,The Blue Bard,,M,
"Maggy, The Frog",A Feast for Crows,200,12,Cersei III,Cersei Lannister,,Maggy,,,The Frog,,F,
Lord Owen Merryweather,A Feast for Crows,206,12,Cersei III,Cersei Lannister,Lord,Owen,Merryweather,,,,M,
"Lord Edgerran Oakheart, The Open-Handed",A Feast for Crows,208,13,The Soiled Knight,Arys Oakheart,Lord,Edgerran,Oakheart,,The Open-Handed,,M,
Alester Oakheart,A Feast for Crows,208,13,The Soiled Knight,Arys Oakheart,,Alester,Oakheart,,,,M,
"Ser Olyvar Oakheart, The Green Oak",A Feast for Crows,208,13,The Soiled Knight,Arys Oakheart,Ser,Olyvar,Oakheart,,The Green Oak,,M,
Septa Eglantine,A Feast for Crows,210,13,The Soiled Knight,Arys Oakheart,Septa,Eglantine,,,,,F,
"Ser Gascoyne, Of the Greenblood",A Feast for Crows,210,13,The Soiled Knight,Arys Oakheart,Ser,Gascoyne,,,Of the Greenblood,,M,
Prince Maron Martell,A Feast for Crows,211,13,The Soiled Knight,Arys Oakheart,Prince,Maron,Martell,,,,M,
"Ser Lucamore Strong, Lucamore the Lusty",A Feast for Crows,216,13,The Soiled Knight,Arys Oakheart,Ser,Lucamore,Strong,,Lucamore the Lusty,,M,
"Ser Criston Cole, Kingmaker",A Feast for Crows,218,13,The Soiled Knight,Arys Oakheart,Ser,Criston,Cole,,Kingmaker,,M,
Lady Alyse Ladybright,A Feast for Crows,221,13,The Soiled Knight,Arys Oakheart,Lady,Alyse,Ladybright,,,,F,
Ser Cedric Payne,A Feast for Crows,224,14,Brienne III,Brienne of Tarth,Ser,Cedric,Payne,,,,M,
"Ser Lorimer, The Belly",A Feast for Crows,225,14,Brienne III,Brienne of Tarth,Ser,Lorimer,,,The Belly,,M,
Ser Hyle Hunt,A Feast for Crows,229,14,Brienne III,Brienne of Tarth,Ser,Hyle,Hunt,,,,M,
Ser Alyn Hunt,A Feast for Crows,230,14,Brienne III,Brienne of Tarth,Ser,Alyn,Hunt,,,,M,
"Ser Ben Bushy, Big Ben",A Feast for Crows,235,14,Brienne III,Brienne of Tarth,Ser,Ben,Bushy,,Big Ben,,M,
Ser Richard Farrow,A Feast for Crows,235,14,Brienne III,Brienne of Tarth,Ser,Richard,Farrow,,,,M,
"Ser Will, The Stork",A Feast for Crows,235,14,Brienne III,Brienne of Tarth,Ser,Will,,,The Stork,,M,
Ser Edmund Ambrose,A Feast for Crows,235,14,Brienne III,Brienne of Tarth,Ser,Edmund,Ambrose,,,,M,
Ser Hugh Beesbury,A Feast for Crows,237,14,Brienne III,Brienne of Tarth,Ser,Hugh,Beesbury,,,,M,
Ser Owen Inchfield,A Feast for Crows,237,14,Brienne III,Brienne of Tarth,Ser,Owen,Inchfield,,,,M,
Ser Clarence Crabb,A Feast for Crows,240,14,Brienne III,Brienne of Tarth,Ser,Clarence,Crabb,,,,M,
Meggett,A Feast for Crows,245,15,Samwell II,Samwell Tarly,,Meggett,,,,,F,
"Lord Commander Brynden Rivers, Bloodraven",A Feast for Crows,246,15,Samwell II,Samwell Tarly,Lord Commander,Brynden,Rivers,,Bloodraven,,M,
Lord Garrison Prester,A Feast for Crows,254,16,Jaime II,Jaime Lannister,Lord,Garrison,Prester,,,,M,
Lord Robin Moreland,A Feast for Crows,254,16,Jaime II,Jaime Lannister,Lord,Robin,Moreland,,,,M,
"Jon Bettley, Beardless Jon Bettley",A Feast for Crows,258,16,Jaime II,Jaime Lannister,,Jon,Bettley,,Beardless Jon Bettley,,M,
Humfrey Swyft,A Feast for Crows,258,16,Jaime II,Jaime Lannister,,Humfrey,Swyft,,,,M,
The Greatheart,A Feast for Crows,265,16,Jaime II,Jaime Lannister,,?,,,The Greatheart,,M,
"Ser Gyles, Gyles Greycloak",A Feast for Crows,266,16,Jaime II,Jaime Lannister,Ser,Gyles,,,Gyles Greycloak,,M,
"Ser Orivel, The Open-Handed",A Feast for Crows,266,16,Jaime II,Jaime Lannister,Ser,Orivel,,,The Open-Handed,,M,
Ser Addison Hill,A Feast for Crows,266,16,Jaime II,Jaime Lannister,Ser,Addison,Hill,,,,M,
"Ser Michael Mertyns, The White Owl",A Feast for Crows,266,16,Jaime II,Jaime Lannister,Ser,Michael,Mertyns,,The White Owl,,M,
"Ser Jeffory Norcross, Neveryield",A Feast for Crows,266,16,Jaime II,Jaime Lannister,Ser,Jeffory,Norcross,,Neveryield,,M,
"Ser Tom Costayne, Long Tom Costayne",A Feast for Crows,266,16,Jaime II,Jaime Lannister,Ser,Tom,Costayne,,Long Tom Costayne,,M,
"Ser Donnel, Of Duskendale",A Feast for Crows,266,16,Jaime II,Jaime Lannister,Ser,Donnel,,,Of Duskendale,,M,
"Ser Robert Flowers, Red Robert Flowers",A Feast for Crows,266,16,Jaime II,Jaime Lannister,Ser,Robert,Flowers,,Red Robert Flowers,,M,
Ser Rolland Darklyn,A Feast for Crows,266,16,Jaime II,Jaime Lannister,Ser,Rolland,Darklyn,,,,M,
Dorcas,A Feast for Crows,267,17,Cersei IV,Cersei Lannister,,Dorcas,,,,,F,
Septon Raynard,A Feast for Crows,272,17,Cersei IV,Cersei Lannister,Septon,Raynard,,,,,M,
Septon Torbert,A Feast for Crows,272,17,Cersei IV,Cersei Lannister,Septon,Torbert,,,,,M,
Septon Ollidor,A Feast for Crows,272,17,Cersei IV,Cersei Lannister,Septon,Ollidor,,,,,M,
"Nute, The Barber",A Feast for Crows,286,18,The Iron Captain,Victarion Greyjoy,,Nute,,,The Barber,,M,
"Ralf Stonehouse, Red Ralf Stonehouse",A Feast for Crows,286,18,The Iron Captain,Victarion Greyjoy,,Ralf,Stonehouse,,Red Ralf Stonehouse,,M,
Ralf Kenning,A Feast for Crows,286,18,The Iron Captain,Victarion Greyjoy,,Ralf,Kenning,,,,M,D
"Ralf, The Limper",A Feast for Crows,286,18,The Iron Captain,Victarion Greyjoy,,Ralf,,,The Limper,,M,
"Fralegg, The Strong",A Feast for Crows,290,18,The Iron Captain,Victarion Greyjoy,,Fralegg,,,The Strong,,M,
Alvyn Sharp,A Feast for Crows,290,18,The Iron Captain,Victarion Greyjoy,,Alvyn,Sharp,,,,M,
Will Humble,A Feast for Crows,291,18,The Iron Captain,Victarion Greyjoy,,Will,Humble,,,,M,
"Lenwood Tawney, Little Lenwood Tawney",A Feast for Crows,291,18,The Iron Captain,Victarion Greyjoy,,Lenwood,Tawney,,Little Lenwood Tawney,,M,
Romny Weaver,A Feast for Crows,291,18,The Iron Captain,Victarion Greyjoy,,Romny,Weaver,,,,M,
Eldred Codd,A Feast for Crows,291,18,The Iron Captain,Victarion Greyjoy,,Eldred,Codd,,,,M,
Stonehand,A Feast for Crows,293,18,The Iron Captain,Victarion Greyjoy,,Stonehand,,,,,M,
Quellon Humble,A Feast for Crows,293,18,The Iron Captain,Victarion Greyjoy,,Quellon,Humble,,,,M,
"Ralf, The Shepherd",A Feast for Crows,293,18,The Iron Captain,Victarion Greyjoy,,Ralf,,,The Shepherd,,M,
"Ralf, Of Lordsport",A Feast for Crows,293,18,The Iron Captain,Victarion Greyjoy,,Ralf,,,Of Lordsport,,M,
"Qarl, The Thrall",A Feast for Crows,293,18,The Iron Captain,Victarion Greyjoy,,Qarl,,,The Thrall,,M,
Sigfry Stonetree,A Feast for Crows,300,19,The Drowned Man,Aeron Greyjoy,,Sigfry,Stonetree,,,,M,
Lord Gylbert Farwynd,A Feast for Crows,303,19,The Drowned Man,Aeron Greyjoy,Lord,Gylbert,Farwynd,,,,M,
"Erik Ironmaker, Erik Anvil-Breaker/Erik the Just",A Feast for Crows,304,19,The Drowned Man,Aeron Greyjoy,,Erik,Ironmaker,,Erik Anvil-Breaker/Erik the Just,,M,
Thormor Ironmaker,A Feast for Crows,304,19,The Drowned Man,Aeron Greyjoy,,Thormor,Ironmaker,,,,M,
Denys Drumm,A Feast for Crows,305,19,The Drowned Man,Aeron Greyjoy,,Denys,Drumm,,,,M,
Donnel Drumm,A Feast for Crows,305,19,The Drowned Man,Aeron Greyjoy,,Donnel,Drumm,,,,M,
"Dale, The Dread",A Feast for Crows,206,12,Cersei III,Cersei Lannister,,Dale,,,The Dread,,M,
"Roryn, The Reaver",A Feast for Crows,306,19,The Drowned Man,Aeron Greyjoy,,Roryn,,,The Reaver,,M,
"Gormond Drumm, The Oldfather",A Feast for Crows,306,19,The Drowned Man,Aeron Greyjoy,,Gormond,Drumm,,The Oldfather,,M,
Hilmar Drumm,A Feast for Crows,306,19,The Drowned Man,Aeron Greyjoy,,Hilmar,Drumm,,,,M,
Harmund Sharp,A Feast for Crows,306,19,The Drowned Man,Aeron Greyjoy,,Harmund,Sharp,,,,M,
Harrag Sharp,A Feast for Crows,306,19,The Drowned Man,Aeron Greyjoy,,Harrag,Sharp,,,,M,
Lord Lucifer Hardy,A Feast for Crows,316,20,Brienne IV,Brienne of Tarth,Lord,Lucifer,Hardy,,,,M,
Old Crackbones,A Feast for Crows,316,20,Brienne IV,Brienne of Tarth,,?,,,Old Crackbones,,M,
Rupert Crabb,A Feast for Crows,317,20,Brienne IV,Brienne of Tarth,,Rupert,Crabb,,,,M,
Clement Crabb,A Feast for Crows,317,20,Brienne IV,Brienne of Tarth,,Clement,Crabb,,,,M,
Raymond Nayland,A Feast for Crows,318,20,Brienne IV,Brienne of Tarth,,Raymond,Nayland,,,,M,
Harry Sawyer,A Feast for Crows,318,20,Brienne IV,Brienne of Tarth,,Harry,Sawyer,,,,M,
Robin Potter,A Feast for Crows,318,20,Brienne IV,Brienne of Tarth,,Robin,Potter,,,,M,
Lord Eustace Brune,A Feast for Crows,320,20,Brienne IV,Brienne of Tarth,Lord,Eustace,Brune,,,,M,
Ser Andrey Dalt,A Feast for Crows,335,21,The Queenmaker,Arianne Martell,Ser,Andrey,Dalt,,,,M,
"Lady Sylva Santagar, Spotted Sylva",A Feast for Crows,335,21,The Queenmaker,Arianne Martell,Lady,Sylva,Santagar,,Spotted Sylva,,F,
Garin,A Feast for Crows,335,21,The Queenmaker,Arianne Martell,,Garin,,,,,M,
"Ser Gerold Dayne, Darkstar",A Feast for Crows,335,21,The Queenmaker,Arianne Martell,Ser,Gerold,Dayne,,Darkstar,,M,
Lord Ormond Yronwood,A Feast for Crows,338,21,The Queenmaker,Arianne Martell,Lord,Ormond,Yronwood,,,,M,
Cletus Yronwood,A Feast for Crows,338,21,The Queenmaker,Arianne Martell,,Cletus,Yronwood,,,,M,D
Dake,A Feast for Crows,343,21,The Queenmaker,Arianne Martell,,Dake,,,,,M,
Rolder,A Feast for Crows,343,21,The Queenmaker,Arianne Martell,,Rolder,,,,,M,
Rosamund Lannister,A Feast for Crows,345,21,The Queenmaker,Arianne Martell,,Rosamund,Lannister,,,,F,
The Kindly Man,A Feast for Crows,350,22,Arya II,Arya Stark,,?,,,The Kindly Man,,M,A
Umma,A Feast for Crows,351,22,Arya II,Arya Stark,,Umma,,,,,F,
Luco Prestayn,A Feast for Crows,357,22,Arya II,Arya Stark,,Luco,Prestayn,,,,M,
Uthero,A Feast for Crows,360,22,Arya II,Arya Stark,,Uthero,,,,,M,
The Fat Fellow,A Feast for Crows,363,22,Arya II,Arya Stark,,?,,,The Fat Fellow,,M,A
The Stern Face,A Feast for Crows,363,22,Arya II,Arya Stark,,?,,,The Stern Face,,M,A
The Handsome Man,A Feast for Crows,363,22,Arya II,Arya Stark,,?,,,The Handsome Man,,M,A
The Squinter,A Feast for Crows,364,22,Arya II,Arya Stark,,?,,,The Squinter,,M,A
The Lordling,A Feast for Crows,364,22,Arya II,Arya Stark,,?,,,The Lordling,,M,A
The Starved Man,A Feast for Crows,364,22,Arya II,Arya Stark,,?,,,The Starved Man,,M,A
Brusco,A Feast for Crows,366,22,Arya II,Arya Stark,,Brusco,,,,,M,
Benedar,A Feast for Crows,369,23,Alayne II,Sansa Stark,,Benedar,,,,,M,
"Ser Gilwood Hunter, Young Lord Hunter",A Feast for Crows,369,23,Alayne II,Sansa Stark,Ser,Gilwood,Hunter,,Young Lord Hunter,,M,
Mela,A Feast for Crows,372,23,Alayne II,Sansa Stark,,Mela,,,,,F,
Lord Gerold Grafton,A Feast for Crows,375,23,Alayne II,Sansa Stark,Lord,Gerold,Grafton,,,,M,
Lord Jon Lynderly,A Feast for Crows,375,23,Alayne II,Sansa Stark,Lord,Jon,Lynderly,,,,M,
Lord Edmund Waxley,A Feast for Crows,376,23,Alayne II,Sansa Stark,Lord,Edmund,Waxley,,,,M,
Maester Helliweg,A Feast for Crows,381,23,Alayne II,Sansa Stark,Maester,Helliweg,,,,,M,
Septon Lucos,A Feast for Crows,381,23,Alayne II,Sansa Stark,Septon,Lucos,,,,,M,
"Ser Harrold Hardyng, Harry the Heir",A Feast for Crows,381,23,Alayne II,Sansa Stark,Ser,Harrold,Hardyng,,Harry the Heir,,M,
Harlan Hunter,A Feast for Crows,385,23,Alayne II,Sansa Stark,,Harlan,Hunter,,,,M,
"Pate, The Whipping Boy",A Feast for Crows,386,24,Cersei V,Cersei Lannister,,Pate,,,The Whipping Boy,,M,
Noho Dimittis,A Feast for Crows,388,24,Cersei V,Cersei Lannister,,Noho,Dimittis,,,,M,
Ser Portifer Woodwright,A Feast for Crows,392,24,Cersei V,Cersei Lannister,Ser,Portifer,Woodwright,,,,M,
Jeyne Farman,A Feast for Crows,405,24,Cersei V,Cersei Lannister,,Jeyne,Farman,,,,F,
Septon Meribald,A Feast for Crows,412,25,Brienne V,Brienne of Tarth,Septon,Meribald,,,,,M,
"Willam, Brother of Meribald",A Feast for Crows,421,25,Brienne V,Brienne of Tarth,,Willam,,,Brother of Meribald,,M,
"Robin, Brother of Meribald",A Feast for Crows,421,25,Brienne V,Brienne of Tarth,,Robin,,,Brother of Meribald,,M,
"Owen, Brother of Meribald",A Feast for Crows,422,25,Brienne V,Brienne of Tarth,,Owen,,,Brother of Meribald,,M,
Jon Pox,A Feast for Crows,422,25,Brienne V,Brienne of Tarth,,Jon,Pox,,,,M,
The Moonshadow,A Feast for Crows,423,26,Samwell III,Samwell Tarly,,?,,,The Moonshadow,,F,
Moroggo,A Feast for Crows,431,26,Samwell III,Samwell Tarly,,Moroggo,,,,,M,
Terro,A Feast for Crows,431,26,Samwell III,Samwell Tarly,,Terro,,,,,M,
Orbelo,A Feast for Crows,433,26,Samwell III,Samwell Tarly,,Orbelo,,,,,M,
Yna,A Feast for Crows,434,26,Samwell III,Samwell Tarly,,Yna,,,,,F,
Xhondo,A Feast for Crows,437,26,Samwell III,Samwell Tarly,,Xhondo,,,,,M,
Maester Gulian,A Feast for Crows,443,27,Jaime III,Jaime Lannister,Maester,Gulian,,,,,M,
"Lewys Piper, Little Lew",A Feast for Crows,443,27,Jaime III,Jaime Lannister,,Lewys,Piper,,Little Lew,,M,
Ser Roger Hogg,A Feast for Crows,449,27,Jaime III,Jaime Lannister,Ser,Roger,Hogg,,,,M,
Ser Bayard Norcross,A Feast for Crows,462,28,Cersei VI,Cersei Lannister,Ser,Bayard,Norcross,,,,M,
Ser Courtenay Greenhill,A Feast for Crows,462,28,Cersei VI,Cersei Lannister,Ser,Courtenay,Greenhill,,,,M,
Ser Lucantine Woodwright,A Feast for Crows,462,28,Cersei VI,Cersei Lannister,Ser,Lucantine,Woodwright,,,,M,
Russell Merryweather,A Feast for Crows,464,28,Cersei VI,Cersei Lannister,,Russell,Merryweather,,,,M,
"Wulfe, One-Ear",A Feast for Crows,481,29,The Reaver,Victarion Greyjoy,,Wulfe,,,One-Ear,,M,
Ragnor Pyke,A Feast for Crows,481,29,The Reaver,Victarion Greyjoy,,Ragnor,Pyke,,,,M,
